Course Number,Course Name,Days,Time,Start/End Date,Location,County,Course Type,Course Description,Status of Section,Book Link
HUS  202  01,Psychosocial Aspects of Disability,,-,09/02/2025 - 10/24/2025,Online,Online,Online,"HUS 202 Psychosocial Aspects of Disability 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course provides an overview of current theoretical and philosophical perspectives of individuals who have developmental disabilities.  Topics include the rehabilitation process, including history, state and federal programs, and legislation. Additional focus will include developing knowledge and basic skills necessary for goal planning, functional assessment, occupational development and retention.  Ethical and legal issues such as self-determination, strategies for independence and nondiscrimination will be addressed.",FULL,Link
HUS  202  02,Psychosocial Aspects of Disability,,-,10/27/2025 - 12/19/2025,Online,Online,Online,"HUS 202 Psychosocial Aspects of Disability 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course provides an overview of current theoretical and philosophical perspectives of individuals who have developmental disabilities.  Topics include the rehabilitation process, including history, state and federal programs, and legislation. Additional focus will include developing knowledge and basic skills necessary for goal planning, functional assessment, occupational development and retention.  Ethical and legal issues such as self-determination, strategies for independence and nondiscrimination will be addressed.",OPEN,Link
HUS  204  01,Vocational Rehabilitation,,-,10/27/2025 - 12/19/2025,Online,Online,Online,"HUS 204 Vocational Rehabilitation 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course explores the operational foundation of vocational rehabilitation relevant to vocational rehabilitation counseling and individuals who are labeled as having disabilities. Topics include current research, counseling interventions, community resources, cultural factors, professional roles and ethical practice, and the range of services available. Approaches to vocational behavior and career development will be examined. Prerequisite: HUS 202 with a grade of C or higher.",OPEN,Link
HUS  205  01,Crisis Intervention,,-,09/02/2025 - 10/24/2025,Online,Online,Online,"HUS 205 Crisis Intervention 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course is an introduction to crisis theory and crisis intervention strategies.  Students will explore various techniques, assessments, treatment modalities, and practical applications for crisis situations. Additional emphasis will be placed de-escalation techniques and working effectively in traumatic situations with diverse populations.",OPEN,Link
HUS  208  01,Mindfulness & Self-Care,,-,09/02/2025 - 12/19/2025,Online,Online,Online,"HUS 208 Mindfulness & Self-Care 3 Credits (3 Lectures 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 This experiential course examines theoretical foundations and research in the field of mindfulness and the emerging science that shows promising, beneficial effects for physical and mental health and well-being. We will explore mindfulness as a personal practice for self-compassion, intention, attitude, motivation, as well as practices to integrate and sustain mindfulness in everyday personal and professional life.",OPEN,Link
HUS  208  02,Mindfulness & Self-Care,,-,09/02/2025 - 12/19/2025,Online,Online,Online,"HUS 208 Mindfulness & Self-Care 3 Credits (3 Lectures 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 This experiential course examines theoretical foundations and research in the field of mindfulness and the emerging science that shows promising, beneficial effects for physical and mental health and well-being. We will explore mindfulness as a personal practice for self-compassion, intention, attitude, motivation, as well as practices to integrate and sustain mindfulness in everyday personal and professional life.",OPEN,Link
HUS  235  01,Veterans Support Services,,-,09/02/2025 - 12/19/2025,Online,Online,Online,"HUS 235 Veterans Support Services 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This course explores the United States veteran population, their distinct culture, values, and challenges. It examines the disproportionate rates of mental health disorders, substance use disorders, and post-traumatic stress among veterans. Attention will be given to the rates of veteran suicides, particularly among young veterans, veteran homelessness, and strategies for successful reintegration such as employment support, homelessness prevention, and mental health programs.",OPEN,Link
HUS  241  01,Human Services Practicum I,,-,09/02/2025 - 12/19/2025,Online,Online,Online,"HUS 241 Human Services Practicum I 4 Credits (1 Lecture 0 Lab 3 Clinical) 10 Hrs/Wk (1 Hr. Lecture 9 Hrs. Clinical) *15 wks The goal of the course is to integrate course theory learned throughout the curriculum with practical, beginning clinical work and community service networking, by providing prospective human services workers with an opportunity to learn experientially at a human services agency in the community. The focus is for the student to learn how an agency functions and experience being a part of that agency. A weekly one hour seminar will assist the student to process and integrate knowledge gained in the foundation courses with the experiential learning gained at the field site. It will serve as a forum for sharing field experi ences and provides students with a peer support group. The focus will be on developing the skills necessary for human services practice, i.e., observation, human relations, interviewing, self-awareness, and leadership. Prerequisites: Students should have successfully completed 30 credits of the HUS degree requirements and permission from Department Chair.",OPEN,Link
HUS  241  02,Human Services Practicum I,,-,09/02/2025 - 10/24/2025,Online,Online,Online,"HUS 241 Human Services Practicum I 4 Credits (1 Lecture 0 Lab 3 Clinical) 10 Hrs/Wk (1 Hr. Lecture 9 Hrs. Clinical) *15 wks The goal of the course is to integrate course theory learned throughout the curriculum with practical, beginning clinical work and community service networking, by providing prospective human services workers with an opportunity to learn experientially at a human services agency in the community. The focus is for the student to learn how an agency functions and experience being a part of that agency. A weekly one hour seminar will assist the student to process and integrate knowledge gained in the foundation courses with the experiential learning gained at the field site. It will serve as a forum for sharing field experi ences and provides students with a peer support group. The focus will be on developing the skills necessary for human services practice, i.e., observation, human relations, interviewing, self-awareness, and leadership. Prerequisites: Students should have successfully completed 30 credits of the HUS degree requirements and permission from Department Chair.",OPEN,Link
HUS  251  01,Human Services Practicum II,,-,10/27/2025 - 12/19/2025,Online,Online,Online,"HUS 251 Human Services Practicum II 4 Credits (1 Lecture 0 Lab 3 Clinical) 10 Hrs/Wk (1 Hr. Lec. 9 Hrs. Clinical) *15 wks A continuation of the practicum and seminar experience which will provide opportunities for students to advance their learning and practice skills, and to learn more about themselves, client populations with whom they work and the network of human services. Prerequisite: HUS 241",OPEN,Link
HUS  296  01,ST:Counseling Athletes,Mon,12:30 PM - 1:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Hybrid,"HUS 296 Special Topics in Human Services: Supporting the Needs of Veterans 3 Credits, (3 lecture, 0 lab, 0 Shop) 3 hrs/week (3 hrs. lecture) 15 weeks This course introduces the fundamental principles of counseling athletes, highlighting their unique needs and challenges. Topics include mental wellness, navigating life transitions, and understanding how athletic identity influences personal development. The course also examines common issues such as performance pressures, injury recovery, and stress management. Through interactive activities like case studies and role play, students will build practical skills and develop effective strategies to support the mental and holistic well-being of athletes.",OPEN,Link
HUS  296  01,ST:Counseling Athletes,,-,09/02/2025 - 12/19/2025,Online,Online,Hybrid,"HUS 296 Special Topics in Human Services: Supporting the Needs of Veterans 3 Credits, (3 lecture, 0 lab, 0 Shop) 3 hrs/week (3 hrs. lecture) 15 weeks This course introduces the fundamental principles of counseling athletes, highlighting their unique needs and challenges. Topics include mental wellness, navigating life transitions, and understanding how athletic identity influences personal development. The course also examines common issues such as performance pressures, injury recovery, and stress management. Through interactive activities like case studies and role play, students will build practical skills and develop effective strategies to support the mental and holistic well-being of athletes.",OPEN,Link
HVT  105  01,Basic Refrigeration Principles,Mon Wed,8:00 AM - 9:25 AM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"HVT 105 Basic Refrigeration Principles 3 Credits (1 Lecture, 0 Lab, 2 Shop) 7 Hrs/Wk (1 Hr. Lecture, 6 Hr. Shop) *15 Weeks This course provides an introduction to the refrigeration cycle, basic thermodynamics, heat transfer, temperature/pressure relationship, safety, refrigeration containment, and refrigeration components.",OPEN,Link
HVT  105  01,Basic Refrigeration Principles,Mon Wed,9:30 AM - 11:25 AM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"HVT 105 Basic Refrigeration Principles 3 Credits (1 Lecture, 0 Lab, 2 Shop) 7 Hrs/Wk (1 Hr. Lecture, 6 Hr. Shop) *15 Weeks This course provides an introduction to the refrigeration cycle, basic thermodynamics, heat transfer, temperature/pressure relationship, safety, refrigeration containment, and refrigeration components.",OPEN,Link
